iter	RMSE
903	130.9057049
904	130.7660126
905	130.749551
906	130.7468861
907	130.6690976
908	130.6329197
909	130.6084158
910	130.5945481
911	130.4599564
912	130.4411184
913	130.3667341
914	130.2336834
915	130.0911522
916	130.044545
917	130.0315499
918	129.9271264
919	129.8719145
920	129.8592054
921	129.8158593
922	129.8138074
923	129.7431296
924	129.7405615
925	129.6727804
926	129.6281307
927	129.5934147
928	129.528437
929	129.4303898
930	129.3626888
931	129.2718007
932	129.1962108
933	129.1510478
934	129.1127496
935	129.1063308
936	129.0763537
937	128.9953576
938	128.9674901
939	128.9553585
940	128.9139297
941	128.8714416
942	128.8526152
943	128.831761
944	128.8295888
945	128.7195861
946	128.6636062
947	128.6605654
948	128.6248486
949	128.5307253
950	128.5021203
951	128.4505638
952	128.4107924
953	128.399004
954	128.3651798
955	128.268913
956	128.2668717
957	128.1920591
958	128.1649086
959	128.1545444
960	128.0933918
961	128.0357963
962	127.9623443
963	127.9220096
964	127.8802768
965	127.7960044
966	127.7119263
967	127.5622176
968	127.5510588
969	127.5061782
970	127.4108134
971	127.399456
972	127.3249764
973	127.2767731
974	127.2280322
975	127.2248883
976	127.1489153
977	127.1344297
978	127.0881469
979	127.0636227
980	127.0531871
981	126.9853793
982	126.9277028
983	126.8877227
984	126.7790693
985	126.7512193
986	126.688245
987	126.6175252
988	126.6040969
989	126.5024788
990	126.4146665
991	126.411396
992	126.3602752
993	126.3584982
994	126.3337744
995	126.2608684
996	126.2480085
997	126.2243334
998	126.1589081
999	126.0930992
