iter	Logloss
238	0.3837244044
239	0.3831333487
240	0.382508527
241	0.3822098896
242	0.3816846108
243	0.3813109435
244	0.3809770485
245	0.3806441232
246	0.3800987965
247	0.3796058354
248	0.3792589501
249	0.3788848145
250	0.3785184465
251	0.3782033822
252	0.3778018599
253	0.3774017106
254	0.3771814911
255	0.3769050969
256	0.3763746029
257	0.3758395472
258	0.3756183152
259	0.3753304389
260	0.3750562312
261	0.3746904157
262	0.3741735077
263	0.3736638006
264	0.373379382
265	0.3729065498
266	0.3725670121
267	0.3722047339
268	0.3718370446
269	0.3713696385
270	0.3709560329
271	0.3703952816
272	0.3698973391
273	0.3695853376
274	0.3694286635
275	0.369126436
276	0.3685579034
277	0.3679399014
278	0.3674607398
279	0.367156798
280	0.3669057657
281	0.3664834758
282	0.3660982918
283	0.3657753357
284	0.3653819446
285	0.3650291321
286	0.3647335996
287	0.3644302092
288	0.363891717
289	0.3636064359
290	0.3633034906
291	0.3629311911
292	0.3627055689
293	0.3623044619
294	0.3619967444
295	0.3616408125
296	0.3613342345
297	0.3610472757
298	0.3607043126
299	0.3602516174
300	0.3599596321
301	0.3597086203
302	0.3594856507
303	0.359233981
304	0.3589845675
305	0.3586649552
306	0.358314507
307	0.358060444
308	0.3577172694
309	0.357233073
310	0.3570096767
311	0.3567264565
312	0.3564917132
313	0.3560957584
314	0.355734776
315	0.3555193279
316	0.3551958961
317	0.3547727138
318	0.3544516306
319	0.3540292431
320	0.3536621573
321	0.3532619689
322	0.3529391286
323	0.3526455805
324	0.3523058979
325	0.3520904679
326	0.3517406847
327	0.3513953519
328	0.3511159745
329	0.3506183656
330	0.350171421
331	0.3499508206
332	0.3497232323
333	0.349332515
334	0.3491227704
335	0.3486934791
336	0.3483591088
337	0.3480343567
338	0.3475699224
339	0.3473145005
340	0.3470107003
341	0.34666887
342	0.3464930808
343	0.3461958592
344	0.3458672235
345	0.3455539854
346	0.3453599425
347	0.3451100249
348	0.3446922523
349	0.3444525214
350	0.3442130628
351	0.3439759286
352	0.3436085829
353	0.3432884762
354	0.342977047
355	0.3428197678
356	0.3424036228
357	0.3419419159
358	0.341634751
359	0.3413920676
360	0.341139035
361	0.3410777743
362	0.3409069794
363	0.3406473406
364	0.3403484303
365	0.3401946712
366	0.339934803
367	0.3395991341
368	0.3391482927
369	0.3386942393
370	0.33843453
371	0.3378327048
372	0.3376066135
373	0.3372040144
374	0.3370060135
375	0.3368501407
376	0.3364775466
377	0.3361772762
378	0.3357568726
379	0.3354782199
380	0.3351537779
381	0.3349255606
382	0.3345503729
383	0.3343351848
384	0.334182224
385	0.3338404558
386	0.333573783
387	0.3333791532
388	0.3330618749
389	0.3329810401
390	0.3326023424
391	0.3321755986
392	0.3319833602
393	0.3317089133
394	0.3315268078
395	0.3309587129
396	0.3305580557
397	0.3303131686
398	0.3298844667
399	0.3295585046
400	0.3293473105
401	0.329011067
402	0.3289433109
403	0.3287750845
404	0.3284924964
405	0.3282736464
406	0.328086982
407	0.3275869944
408	0.3273009376
409	0.3272658761
410	0.3271229888
411	0.3270296223
412	0.3265650388
413	0.3263680451
414	0.3259632105
415	0.3256098312
416	0.3253928234
417	0.325220421
418	0.325027531
419	0.324900684
420	0.3247080089
421	0.3244756682
422	0.3243147638
423	0.3240466681
424	0.323933946
425	0.3236679277
426	0.3233618081
427	0.322965902
428	0.3228153826
429	0.3224743133
430	0.3221748614
431	0.3217857706
432	0.3216187845
433	0.3213765745
434	0.3211740088
435	0.3208592766
436	0.3206573184
437	0.3204639754
438	0.3203496081
439	0.3200362596
440	0.3196239663
441	0.3193513239
442	0.3189483531
443	0.3188693934
444	0.3185465424
445	0.3183738715
446	0.3181333632
447	0.3179054077
448	0.3176772458
449	0.3175102686
450	0.317269178
451	0.3169182416
452	0.3164210706
453	0.3162523435
454	0.3159699552
455	0.3157434501
456	0.3153829823
457	0.3150852757
458	0.3146814411
459	0.3144656692
460	0.3143083631
461	0.3140773055
462	0.3138716864
463	0.3137076236
464	0.3134461458
465	0.3131411061
466	0.3128565321
467	0.312674238
468	0.3123806253
469	0.3121443268
470	0.3119764076
471	0.3118314381
472	0.3116808655
473	0.3114438576
474	0.3111822914
475	0.310941249
476	0.3107961543
477	0.3105483287
478	0.3101182195
479	0.3099215264
480	0.309612032
481	0.3092233291
482	0.30910595
483	0.3088760409
484	0.3085617013
485	0.3084309772
486	0.3078892888
487	0.3077175586
488	0.3075254275
489	0.3073684094
490	0.3071942145
491	0.3069254432
492	0.3067595627
493	0.3065634532
494	0.3063597753
495	0.3062417913
496	0.3061394973
497	0.3060106207
498	0.3058888491
499	0.3057138862
500	0.30553555
501	0.3051735604
502	0.3050597937
503	0.3048671917
504	0.3045607955
505	0.3043520415
506	0.3039776496
507	0.3037668895
508	0.3035771603
509	0.3033000976
510	0.3032152543
511	0.3029553431
512	0.3026647276
513	0.3023763803
514	0.3020592272
515	0.3018933874
516	0.3015492796
517	0.3013050299
518	0.30100768
519	0.3007992225
520	0.3006770511
521	0.3002353447
522	0.300104529
523	0.2998817863
524	0.2997081735
525	0.2993381456
526	0.2991677094
527	0.298905948
528	0.2986573244
529	0.2985028972
530	0.2983680288
531	0.2981582448
532	0.2980091911
533	0.2977532013
534	0.2975884676
535	0.2974249748
536	0.2972401428
537	0.2969143524
538	0.2967546831
539	0.2965656168
540	0.2962706492
541	0.2961198631
542	0.2958460654
543	0.2957128102
544	0.2955936161
545	0.2953618126
546	0.2949702752
547	0.2948625784
548	0.2944429893
549	0.2943275782
550	0.2942063302
551	0.2939975752
552	0.2935886995
553	0.2934264189
554	0.2932733336
555	0.2930331121
556	0.29270707
557	0.2924533565
558	0.292269445
559	0.2920830163
560	0.2919859891
561	0.291431566
562	0.2912829983
563	0.2910713211
564	0.2908524575
565	0.2904753938
566	0.2903905744
567	0.2902337061
568	0.2899818479
569	0.2898726269
570	0.2895247584
571	0.2890993476
572	0.2888514122
573	0.2887452848
574	0.2884904449
575	0.2883205333
576	0.2881846975
577	0.2878857181
578	0.2876910477
579	0.2875908332
580	0.2874972152
581	0.2872126905
582	0.286995107
583	0.2867993553
584	0.2866203959
585	0.2864681455
586	0.2862625489
587	0.2859749071
588	0.2858073493
589	0.2856696979
590	0.2854858212
591	0.2852211094
592	0.2850375684
593	0.2848183818
594	0.2846680339
595	0.2843859848
596	0.2842715224
597	0.284095114
598	0.2839161278
599	0.2837286669
600	0.2836132452
601	0.2834745001
602	0.2832890656
603	0.2831498591
604	0.2829512953
605	0.2828711723
606	0.2826053753
607	0.2825336494
608	0.2823218928
609	0.2819334713
610	0.2816062065
611	0.2813286513
612	0.2809833084
613	0.2807434288
614	0.2806036116
615	0.2804457458
616	0.280304809
617	0.2801688468
618	0.2798739416
619	0.2796780168
620	0.2794946763
621	0.2792544184
622	0.2791638762
623	0.2789454386
624	0.2787272627
625	0.27854889
626	0.2784545717
627	0.2780965793
628	0.2780024015
629	0.2777638996
630	0.2775565372
631	0.2773738062
632	0.2772034306
633	0.27699804
634	0.2767227448
635	0.2764212916
636	0.2760031975
637	0.2757041424
638	0.2756472652
639	0.2752536604
640	0.2751754873
641	0.2749403314
642	0.2747771311
643	0.2745983555
644	0.2743791949
645	0.2742498581
646	0.274148546
647	0.273972236
648	0.2737050969
649	0.2735938808
650	0.2734599362
651	0.2733431914
652	0.2732640355
653	0.2730027086
654	0.272874092
655	0.2727735276
656	0.2726622015
657	0.2724401323
658	0.2722579202
659	0.2720689308
660	0.2719777991
661	0.2718538506
662	0.2715960802
663	0.2714954944
664	0.2713340808
665	0.2711752216
666	0.2710350318
667	0.2708873207
668	0.2707626887
669	0.2705105498
670	0.2701346432
671	0.26989283
672	0.269708182
673	0.2694820964
674	0.2691777702
675	0.2688490708
676	0.2687077733
677	0.2685159921
678	0.2683617639
679	0.2680835829
680	0.2679898632
681	0.2677858725
682	0.2676788872
683	0.2674654769
684	0.2673173232
685	0.2670593424
686	0.2667728139
687	0.2665787446
688	0.2664463423
689	0.2661602715
690	0.2660017732
691	0.2658813063
692	0.2657147793
693	0.2656085149
694	0.2654195102
695	0.2650396615
696	0.264894626
697	0.2646603307
698	0.2645957877
699	0.2645102214
700	0.2642299497
701	0.2641818086
702	0.2641362706
703	0.2639880369
704	0.2639281238
705	0.263725678
706	0.2635394976
707	0.2633629911
708	0.2631775452
709	0.2631334728
710	0.2628937015
711	0.26279264
712	0.2626374371
713	0.2624670417
714	0.2622021524
715	0.2620179383
716	0.2618945374
717	0.2617880246
718	0.2615716772
719	0.2613248815
720	0.2610655436
721	0.2609523979
722	0.2608782845
723	0.2606934351
724	0.2605166885
725	0.2603285206
726	0.2603071124
727	0.2600861584
728	0.2599142289
729	0.2596796726
730	0.2592967466
731	0.2590845668
732	0.2588281806
733	0.2586806458
734	0.2584814476
735	0.2582557807
736	0.2582041652
737	0.2580304078
738	0.2579005951
739	0.2576925727
740	0.257548426
741	0.2574017613
742	0.2572238964
743	0.2570408022
744	0.2568397149
745	0.2567063553
746	0.2565299468
747	0.2563321296
748	0.256057969
749	0.2559465643
750	0.2559084049
751	0.2556817307
752	0.2554231416
753	0.2550537316
754	0.2548244293
755	0.2546064608
756	0.2543515431
757	0.2542080161
758	0.2541179325
759	0.2539585862
760	0.2538980484
761	0.2536245739
762	0.2534422165
763	0.2532605545
764	0.2530948718
765	0.2529792862
766	0.2528376519
767	0.2526761283
768	0.252507685
769	0.2523146335
770	0.2520799143
771	0.2519009273
772	0.2518502096
773	0.2518071338
774	0.2515650245
775	0.2513204221
776	0.2511436497
777	0.2510687514
778	0.2509834715
779	0.2506744392
780	0.2504618336
781	0.2504274077
782	0.2503673821
783	0.250147051
784	0.2499952962
785	0.2497225332
786	0.24950479
787	0.2494032926
788	0.2492978737
789	0.2492084272
790	0.2488376753
791	0.2486118028
792	0.2483700164
793	0.2480551701
794	0.2478833528
795	0.2476654994
796	0.247581627
797	0.2475056682
798	0.2472342987
799	0.2468337386
800	0.2465732843
801	0.2464394883
802	0.2462270495
803	0.2459372049
804	0.2458555873
805	0.2456124552
806	0.2454332313
807	0.2453049015
808	0.2451076211
809	0.2449653364
810	0.2449594121
811	0.2447593938
812	0.2445278764
813	0.2442968171
814	0.2440667017
815	0.2438476651
816	0.2436885683
817	0.2434085102
818	0.2433060179
819	0.2432928495
820	0.2432138303
821	0.2430050747
822	0.2427461854
823	0.2425705201
824	0.2424649435
825	0.2423628974
826	0.2421027164
827	0.2417461887
828	0.2416867212
829	0.2414899233
830	0.2413652913
831	0.2411833195
832	0.2410748543
833	0.2409343877
834	0.2406948384
835	0.2404905913
836	0.240298836
837	0.2402360682
838	0.2401080146
839	0.2399161953
840	0.2398261369
841	0.2397034952
842	0.2394443165
843	0.2393266018
844	0.2391676329
845	0.2390656872
846	0.2389413761
847	0.2387741622
848	0.2386178175
849	0.2382909489
850	0.2380158557
851	0.237740104
852	0.2375169441
853	0.2373595654
854	0.2372586397
855	0.237123119
856	0.2369881271
857	0.2367677592
858	0.2365509509
859	0.2363265874
860	0.236066801
861	0.2360143539
862	0.2359588321
863	0.2358877044
864	0.2356699102
865	0.2356165429
866	0.2354786773
867	0.2353085567
868	0.2351718995
869	0.235023106
870	0.234749245
871	0.2345114259
872	0.2343693704
873	0.2342767109
874	0.2339891211
875	0.2338677342
876	0.2336617032
877	0.2335055566
878	0.2333921722
879	0.2333180199
880	0.2332451754
881	0.2331400928
882	0.2330804516
883	0.2328845521
884	0.2328276991
885	0.2327362338
886	0.2325106613
887	0.2324608029
888	0.2324223453
889	0.2322017127
890	0.2319861892
891	0.2318159383
892	0.2316272469
893	0.2316053915
894	0.2313176807
895	0.2311090975
896	0.2310060685
897	0.2308953741
898	0.2307785574
899	0.2307410703
900	0.2304230973
901	0.2302919778
902	0.2301743529
903	0.2299514205
904	0.2298751011
905	0.2297012552
906	0.2295706702
907	0.2294218663
908	0.2293083093
909	0.2291661144
910	0.2290301541
911	0.2287881159
912	0.2286756672
913	0.2284391071
914	0.2283516109
915	0.2281904375
916	0.2280229015
917	0.2279181442
918	0.2278163013
919	0.2277089037
920	0.227616394
921	0.2274658464
922	0.2274465556
923	0.2271156035
924	0.2270017578
925	0.2269182598
926	0.2268062082
927	0.2266811508
928	0.2265041695
929	0.2263624699
930	0.2263568194
931	0.2262708325
932	0.2260902881
933	0.225881259
934	0.2257094808
935	0.2256320664
936	0.2255985884
937	0.2255691753
938	0.2254088843
939	0.2253497559
940	0.2250708023
941	0.2248558365
942	0.2247139658
943	0.2244557228
944	0.2242558144
945	0.2242033676
946	0.2240990455
947	0.223972332
948	0.2238761517
949	0.2237023937
950	0.2235123678
951	0.223419332
952	0.2232771498
953	0.2231232042
954	0.2228901034
955	0.2226553874
956	0.2225424616
957	0.2222912531
958	0.2222402143
959	0.2220394122
960	0.2217871163
961	0.2215839491
962	0.221305779
963	0.2212054296
964	0.2209933486
965	0.2208459642
966	0.2207222654
967	0.2206415518
968	0.2203726191
969	0.2201665895
970	0.2200616198
971	0.2199818921
972	0.2199344225
973	0.2198034261
974	0.2196808608
975	0.219593639
976	0.2194903471
977	0.2192543355
978	0.2190880191
979	0.2189762173
980	0.2188742714
981	0.2187055179
982	0.2186325967
983	0.2185572744
984	0.2183120142
985	0.2181398626
986	0.217954665
987	0.2177790661
988	0.2177655497
989	0.2176088658
990	0.2174388907
991	0.2173437048
992	0.2171882178
993	0.2171113743
994	0.2169202298
995	0.2167671812
996	0.2166591021
997	0.2165535621
998	0.2164150151
999	0.2162444294
